0	7.24
0.01	7.24
0.02	7.24
0.03	7.24
0.04	7.24
0.05	7.24
0.06	7.23
0.07	7.23
0.08	7.23
0.09	7.23
0.10	7.23
0.11	7.22
0.12	7.22
0.13	7.22
0.14	7.22
0.15	7.21
0.16	7.21
0.17	7.20
0.18	7.20
0.19	7.20
0.20	7.19
0.21	7.19
0.22	7.18
0.23	7.18
0.24	7.17
0.25	7.16
0.26	7.16
0.27	7.15
0.28	7.15
0.29	7.14
0.30	7.13
0.31	7.12
0.32	7.12
0.33	7.11
0.34	7.10
0.35	7.09
0.36	7.08
0.37	7.08
0.38	7.07
0.39	7.06
0.40	7.05
0.41	7.04
0.42	7.03
0.43	7.02
0.44	7.01
0.45	7.00
0.46	6.99
0.47	6.98
0.48	6.97
0.49	6.96
0.50	6.94
0.51	6.93
0.52	6.92
0.53	6.91
0.54	6.90
0.55	6.88
0.56	6.87
0.57	6.86
0.58	6.84
0.59	6.83
0.60	6.82
0.61	6.80
0.62	6.79
0.63	6.78
0.64	6.76
0.65	6.75
0.66	6.73
0.67	6.72
0.68	6.70
0.69	6.69
0.70	6.67
0.71	6.66
0.72	6.64
0.73	6.62
0.74	6.61
0.75	6.59
0.76	6.58
0.77	6.56
0.78	6.54
0.79	6.52
0.80	6.51
0.81	6.49
0.82	6.47
0.83	6.45
0.84	6.44
0.85	6.42
0.86	6.40
0.87	6.38
0.88	6.36
0.89	6.34
0.90	6.33
0.91	6.31
0.92	6.29
0.93	6.27
0.94	6.25
0.95	6.23
0.96	6.21
0.97	6.19
0.98	6.17
0.99	6.15
1	6.13
1.01	6.11
1.02	6.09
1.03	6.07
1.04	6.05
1.05	6.03
1.06	6.01
1.07	5.98
1.08	5.96
1.09	5.94
1.10	5.92
1.11	5.90
1.12	5.88
1.13	5.86
1.14	5.83
1.15	5.81
1.16	5.79
1.17	5.77
1.18	5.75
1.19	5.72
1.20	5.70
1.21	5.68
1.22	5.66
1.23	5.63
1.24	5.61
1.25	5.59
1.26	5.56
1.27	5.54
1.28	5.52
1.29	5.49
1.30	5.47
1.31	5.45
1.32	5.42
1.33	5.40
1.34	5.38
1.35	5.35
1.36	5.33
1.37	5.31
1.38	5.28
1.39	5.26
1.40	5.24
1.41	5.21
1.42	5.19
1.43	5.16
1.44	5.14
1.45	5.12
1.46	5.09
1.47	5.07
1.48	5.04
1.49	5.02
1.50	5.00
1.51	4.97
1.52	4.95
1.53	4.92
1.54	4.90
1.55	4.88
1.56	4.85
1.57	4.83
1.58	4.80
1.59	4.78
1.60	4.76
1.61	4.73
1.62	4.71
1.63	4.68
1.64	4.66
1.65	4.64
1.66	4.61
1.67	4.59
1.68	4.56
1.69	4.54
1.70	4.52
1.71	4.49
1.72	4.47
1.73	4.44
1.74	4.42
1.75	4.40
1.76	4.37
1.77	4.35
1.78	4.32
1.79	4.30
1.80	4.28
1.81	4.25
1.82	4.23
1.83	4.21
1.84	4.18
1.85	4.16
1.86	4.14
1.87	4.11
1.88	4.09
1.89	4.07
1.90	4.05
1.91	4.02
1.92	4.00
1.93	3.98
1.94	3.96
1.95	3.93
1.96	3.91
1.97	3.89
1.98	3.87
1.99	3.84
2	3.82
2.01	3.80
2.02	3.78
2.03	3.76
2.04	3.73
2.05	3.71
2.06	3.69
2.07	3.67
2.08	3.65
2.09	3.63
2.10	3.61
2.11	3.59
2.12	3.57
2.13	3.55
2.14	3.53
2.15	3.51
2.16	3.49
2.17	3.47
2.18	3.45
2.19	3.43
2.20	3.41
2.21	3.39
2.22	3.37
2.23	3.35
2.24	3.33
2.25	3.31
2.26	3.29
2.27	3.27
2.28	3.25
2.29	3.24
2.30	3.22
2.31	3.20
2.32	3.18
2.33	3.17
2.34	3.15
2.35	3.13
2.36	3.11
2.37	3.10
2.38	3.08
2.39	3.06
2.40	3.05
2.41	3.03
2.42	3.01
2.43	3.00
2.44	2.98
2.45	2.97
2.46	2.95
2.47	2.94
2.48	2.92
2.49	2.91
2.50	2.89
2.51	2.88
2.52	2.86
2.53	2.85
2.54	2.84
2.55	2.82
2.56	2.81
2.57	2.80
2.58	2.78
2.59	2.77
2.60	2.76
2.61	2.75
2.62	2.73
2.63	2.72
2.64	2.71
2.65	2.70
2.66	2.69
2.67	2.68
2.68	2.67
2.69	2.65
2.70	2.64
2.71	2.63
2.72	2.62
2.73	2.61
2.74	2.61
2.75	2.60
2.76	2.59
